service_id,date,exception_type
000013,20220214,1
000013,20220215,1
000013,20220216,1
000013,20220217,1
000013,20220219,1
000013,20220221,1
000013,20220222,1
000013,20220223,1
000013,20220224,1
000013,20220226,1
000013,20220228,1
000013,20220301,1
000013,20220302,1
000013,20220303,1
000013,20220305,1
000013,20220307,1
000013,20220308,1
000013,20220309,1
000013,20220310,1
000013,20220312,1
000014,20211212,1
000014,20211217,1
000014,20211219,1
000014,20211224,1
000014,20211226,1
000014,20211231,1
000014,20220102,1
000014,20220107,1
000014,20220109,1
000014,20220114,1
000014,20220116,1
000014,20220121,1
000014,20220123,1
000014,20220128,1
000014,20220130,1
000014,20220204,1
000014,20220206,1
000014,20220211,1
000014,20220213,1
000014,20220218,1
000014,20220220,1
000014,20220225,1
000014,20220227,1
000014,20220304,1
000014,20220306,1
000014,20220311,1
000015,20211212,1
000015,20211213,1
000015,20211214,1
000015,20211215,1
000015,20211216,1
000015,20211217,1
000015,20211219,1
000015,20211220,1
000015,20211221,1
000015,20211222,1
000015,20211223,1
000015,20211224,1
000015,20211226,1
000015,20211227,1
000015,20211228,1
000015,20211229,1
000015,20211230,1
000015,20211231,1
000015,20220102,1
000015,20220103,1
000015,20220104,1
000015,20220105,1
000015,20220106,1
000015,20220107,1
000015,20220109,1
000015,20220110,1
000015,20220111,1
000015,20220112,1
000015,20220113,1
000015,20220114,1
000015,20220116,1
000015,20220117,1
000015,20220118,1
000015,20220119,1
000015,20220120,1
000015,20220121,1
000015,20220123,1
000015,20220124,1
000015,20220125,1
000015,20220126,1
000015,20220127,1
000015,20220128,1
000015,20220130,1
000015,20220131,1
000015,20220201,1
000015,20220202,1
000015,20220203,1
000015,20220204,1
000015,20220206,1
000015,20220207,1
000015,20220208,1
000015,20220209,1
000015,20220210,1
000015,20220211,1
000015,20220213,1
000015,20220214,1
000015,20220215,1
000015,20220216,1
000015,20220217,1
000015,20220218,1
000015,20220220,1
000015,20220221,1
000015,20220222,1
000015,20220223,1
000015,20220224,1
000015,20220225,1
000015,20220227,1
000015,20220228,1
000015,20220301,1
000015,20220302,1
000015,20220303,1
000015,20220304,1
000015,20220306,1
000015,20220307,1
000015,20220308,1
000015,20220309,1
000015,20220310,1
000015,20220311,1
000016,20211213,1
000016,20211214,1
000016,20211215,1
000016,20211216,1
000016,20211217,1
000016,20211220,1
000016,20211221,1
000016,20211222,1
000016,20211223,1
000016,20211224,1
000016,20211227,1
000016,20211228,1
000016,20211229,1
000016,20211230,1
000016,20211231,1
000016,20220103,1
000016,20220104,1
000016,20220105,1
000016,20220106,1
000016,20220107,1
000016,20220110,1
000016,20220111,1
000016,20220112,1
000016,20220113,1
000016,20220114,1
000016,20220117,1
000016,20220118,1
000016,20220119,1
000016,20220120,1
000016,20220121,1
000016,20220124,1
000016,20220125,1
000016,20220126,1
000016,20220127,1
000016,20220128,1
000016,20220131,1
000016,20220201,1
000016,20220202,1
000016,20220203,1
000016,20220204,1
000016,20220207,1
000016,20220208,1
000016,20220209,1
000016,20220210,1
000016,20220211,1
000016,20220214,1
000016,20220215,1
000016,20220216,1
000016,20220217,1
000016,20220218,1
000017,20220221,1
000017,20220222,1
000017,20220223,1
000017,20220224,1
000017,20220225,1
000017,20220228,1
000017,20220301,1
000017,20220302,1
000017,20220303,1
000017,20220304,1
000017,20220307,1
000017,20220308,1
000017,20220309,1
000017,20220310,1
000017,20220311,1
000018,20220214,1
000018,20220215,1
000018,20220216,1
000018,20220217,1
000018,20220218,1
000018,20220221,1
000018,20220222,1
000018,20220223,1
000018,20220224,1
000018,20220225,1
000018,20220228,1
000018,20220301,1
000018,20220302,1
000018,20220303,1
000018,20220304,1
000018,20220307,1
000018,20220308,1
000018,20220309,1
000018,20220310,1
000018,20220311,1
000019,20211213,1
000019,20211214,1
000019,20211215,1
000019,20211216,1
000019,20211217,1
000019,20211220,1
000019,20211221,1
000019,20211222,1
000019,20211223,1
000019,20211224,1
000019,20211227,1
000019,20211228,1
000019,20211229,1
000019,20211230,1
000019,20211231,1
000019,20220103,1
000019,20220104,1
000019,20220105,1
000019,20220106,1
000019,20220107,1
000019,20220110,1
000019,20220111,1
000019,20220112,1
000019,20220113,1
000019,20220114,1
000019,20220117,1
000019,20220118,1
000019,20220119,1
000019,20220120,1
000019,20220121,1
000019,20220124,1
000019,20220125,1
000019,20220126,1
000019,20220127,1
000019,20220128,1
000019,20220131,1
000019,20220201,1
000019,20220202,1
000019,20220203,1
000019,20220204,1
000019,20220207,1
000019,20220208,1
000019,20220209,1
000019,20220210,1
000019,20220211,1
000020,20211212,1
000020,20211219,1
000020,20211226,1
000020,20220102,1
000020,20220109,1
000020,20220123,1
000020,20220213,1
000020,20220220,1
000021,20220227,1
000021,20220306,1
000022,20211218,1
000022,20211225,1
000022,20220101,1
000022,20220108,1
000022,20220212,1
000022,20220219,1
000023,20220226,1
000024,20220305,1
000025,20220122,1
000026,20211213,1
000026,20211214,1
000026,20211215,1
000026,20211216,1
000026,20211217,1
000026,20211218,1
000026,20211220,1
000026,20211221,1
000026,20211222,1
000026,20211223,1
000026,20211224,1
000026,20211225,1
000026,20211227,1
000026,20211228,1
000026,20211229,1
000026,20211230,1
000026,20211231,1
000026,20220101,1
000026,20220103,1
000026,20220104,1
000026,20220105,1
000026,20220106,1
000026,20220107,1
000026,20220108,1
000026,20220110,1
000026,20220111,1
000026,20220112,1
000026,20220113,1
000026,20220114,1
000026,20220117,1
000026,20220118,1
000026,20220119,1
000026,20220120,1
000026,20220121,1
000026,20220124,1
000026,20220125,1
000026,20220126,1
000026,20220127,1
000026,20220128,1
000026,20220131,1
000026,20220201,1
000026,20220202,1
000026,20220203,1
000026,20220204,1
000026,20220207,1
000026,20220208,1
000026,20220209,1
000026,20220210,1
000026,20220211,1
000026,20220212,1
000027,20220214,1
000027,20220215,1
000027,20220216,1
000027,20220217,1
000027,20220218,1
000027,20220219,1
000027,20220221,1
000027,20220222,1
000027,20220223,1
000027,20220224,1
000027,20220225,1
000027,20220226,1
000027,20220228,1
000027,20220301,1
000027,20220302,1
000027,20220303,1
000027,20220304,1
000027,20220307,1
000027,20220308,1
000027,20220309,1
000027,20220310,1
000027,20220311,1
000028,20211218,1
000028,20211225,1
000028,20220101,1
000028,20220108,1
000028,20220122,1
000028,20220212,1
000029,20220219,1
000029,20220226,1
000029,20220305,1
000030,20220219,1
000030,20220220,1
000030,20220226,1
000030,20220227,1
000030,20220306,1
000031,20211212,1
000031,20211218,1
000031,20211219,1
000031,20211225,1
000031,20211226,1
000031,20220101,1
000031,20220102,1
000031,20220108,1
000031,20220109,1
000031,20220123,1
000031,20220212,1
000031,20220213,1
000032,20211213,1
000032,20211214,1
000032,20211215,1
000032,20211216,1
000032,20220103,1
000032,20220104,1
000032,20220105,1
000032,20220106,1
000032,20220110,1
000032,20220111,1
000032,20220112,1
000032,20220113,1
000032,20220117,1
000032,20220118,1
000032,20220119,1
000032,20220120,1
000032,20220124,1
000032,20220125,1
000032,20220126,1
000032,20220127,1
000033,20211217,1
000033,20211220,1
000033,20211221,1
000033,20211222,1
000033,20211223,1
000033,20211224,1
000033,20211227,1
000033,20211228,1
000033,20211229,1
000033,20211230,1
000033,20211231,1
000033,20220131,1
000033,20220201,1
000033,20220202,1
000033,20220203,1
000033,20220204,1
000033,20220207,1
000033,20220208,1
000033,20220209,1
000033,20220210,1
000033,20220211,1
000034,20211212,1
000034,20211218,1
000034,20211219,1
000034,20211225,1
000034,20211226,1
000034,20220101,1
000034,20220102,1
000034,20220108,1
000034,20220109,1
000034,20220123,1
000034,20220212,1
000034,20220213,1
000034,20220219,1
000034,20220220,1
000035,20220306,1
000036,20220226,1
000036,20220227,1
000037,20211213,1
000037,20211214,1
000037,20211215,1
000037,20211216,1
000037,20220110,1
000037,20220111,1
000037,20220112,1
000037,20220113,1
000037,20220117,1
000037,20220118,1
000037,20220119,1
000037,20220120,1
000037,20220124,1
000037,20220125,1
000037,20220126,1
000037,20220127,1
000038,20220218,1
000039,20220217,1
000040,20220214,1
000040,20220215,1
000040,20220216,1
000041,20211217,1
000041,20211220,1
000041,20211221,1
000041,20211222,1
000041,20211223,1
000041,20211224,1
000041,20211227,1
000041,20211228,1
000041,20211229,1
000041,20211230,1
000041,20211231,1
000041,20220103,1
000041,20220104,1
000041,20220105,1
000041,20220106,1
000041,20220204,1
000041,20220211,1
000042,20211218,1
000042,20211225,1
000042,20220101,1
000042,20220108,1
000042,20220122,1
000042,20220212,1
000042,20220219,1
000042,20220226,1
000042,20220305,1
000043,20220219,1
000043,20220226,1
000044,20211218,1
000044,20211225,1
000044,20220101,1
000044,20220108,1
000044,20220212,1
000045,20211212,1
000045,20211218,1
000045,20211219,1
000045,20211225,1
000045,20211226,1
000045,20220101,1
000045,20220102,1
000045,20220108,1
000045,20220109,1
000045,20220122,1
000045,20220123,1
000045,20220212,1
000045,20220213,1
000045,20220219,1
000045,20220220,1
000046,20220226,1
000046,20220227,1
000046,20220305,1
000046,20220306,1
000047,20211212,1
000047,20211218,1
000047,20211219,1
000047,20211225,1
000047,20211226,1
000047,20220101,1
000047,20220102,1
000047,20220108,1
000047,20220109,1
000047,20220212,1
000047,20220213,1
000048,20220305,1
000048,20220306,1
000049,20220219,1
000049,20220220,1
000049,20220226,1
000049,20220227,1
000050,20220122,1
000050,20220123,1
000051,20211212,1
000051,20211218,1
000051,20211219,1
000051,20211225,1
000051,20211226,1
000051,20220101,1
000051,20220102,1
000051,20220108,1
000051,20220109,1
000051,20220122,1
000051,20220123,1
000051,20220212,1
000051,20220213,1
000052,20220219,1
000052,20220220,1
000052,20220226,1
000052,20220227,1
000052,20220305,1
000052,20220306,1
000053,20211212,1
000053,20211218,1
000053,20211219,1
000053,20211225,1
000053,20211226,1
000053,20220101,1
000053,20220102,1
000053,20220108,1
000053,20220109,1
000053,20220212,1
000053,20220213,1
000053,20220219,1
000053,20220220,1
000054,20220123,1
000055,20220226,1
000055,20220227,1
000055,20220306,1
000056,20220220,1
000056,20220227,1
000056,20220306,1
000057,20211212,1
000057,20211218,1
000057,20211219,1
000057,20211225,1
000057,20211226,1
000057,20220101,1
000057,20220102,1
000057,20220108,1
000057,20220109,1
000057,20220123,1
000057,20220212,1
000057,20220213,1
000057,20220219,1
000057,20220220,1
000057,20220226,1
000057,20220227,1
000057,20220306,1
000058,20220122,1
000058,20220305,1
000059,20211213,1
000059,20211214,1
000059,20211215,1
000059,20211216,1
000059,20211217,1
000059,20211224,1
000059,20211227,1
000059,20211228,1
000059,20211229,1
000059,20211230,1
000059,20211231,1
000059,20220103,1
000059,20220104,1
000059,20220105,1
000059,20220106,1
000059,20220107,1
000059,20220110,1
000059,20220111,1
000059,20220112,1
000059,20220113,1
000059,20220114,1
000059,20220121,1
000059,20220124,1
000059,20220125,1
000059,20220126,1
000059,20220127,1
000059,20220128,1
000059,20220131,1
000059,20220201,1
000059,20220202,1
000059,20220203,1
000059,20220204,1
000059,20220207,1
000059,20220208,1
000059,20220209,1
000059,20220210,1
000059,20220211,1
000059,20220218,1
000060,20211220,1
000060,20211221,1
000060,20211222,1
000060,20211223,1
000060,20220117,1
000060,20220118,1
000060,20220119,1
000060,20220120,1
000060,20220214,1
000060,20220215,1
000060,20220216,1
000060,20220217,1
000061,20211212,1
000061,20211213,1
000061,20211214,1
000061,20211215,1
000061,20211216,1
000061,20211217,1
000061,20211219,1
000061,20211220,1
000061,20211221,1
000061,20211222,1
000061,20211223,1
000061,20211224,1
000061,20211226,1
000061,20211227,1
000061,20211228,1
000061,20211229,1
000061,20211230,1
000061,20211231,1
000061,20220102,1
000061,20220103,1
000061,20220104,1
000061,20220105,1
000061,20220106,1
000061,20220107,1
000061,20220109,1
000061,20220110,1
000061,20220111,1
000061,20220112,1
000061,20220113,1
000061,20220114,1
000061,20220117,1
000061,20220118,1
000061,20220119,1
000061,20220120,1
000061,20220121,1
000061,20220123,1
000061,20220124,1
000061,20220125,1
000061,20220126,1
000061,20220127,1
000061,20220128,1
000061,20220131,1
000061,20220201,1
000061,20220202,1
000061,20220203,1
000061,20220204,1
000061,20220207,1
000061,20220208,1
000061,20220209,1
000061,20220210,1
000061,20220211,1
000061,20220213,1
000062,20220214,1
000062,20220215,1
000062,20220216,1
000062,20220217,1
000062,20220218,1
000062,20220220,1
000062,20220221,1
000062,20220222,1
000062,20220223,1
000062,20220224,1
000062,20220225,1
000062,20220227,1
000062,20220228,1
000062,20220301,1
000062,20220302,1
000062,20220303,1
000062,20220304,1
000062,20220306,1
000062,20220307,1
000062,20220308,1
000062,20220309,1
000062,20220310,1
000062,20220311,1
000063,20220214,1
000063,20220215,1
000063,20220216,1
000063,20220217,1
000063,20220218,1
000063,20220219,1
000063,20220220,1
000063,20220221,1
000063,20220222,1
000063,20220223,1
000063,20220224,1
000063,20220225,1
000063,20220226,1
000063,20220227,1
000063,20220228,1
000063,20220301,1
000063,20220302,1
000063,20220303,1
000063,20220304,1
000063,20220306,1
000063,20220307,1
000063,20220308,1
000063,20220309,1
000063,20220310,1
000063,20220311,1
000064,20211212,1
000064,20211213,1
000064,20211214,1
000064,20211215,1
000064,20211216,1
000064,20211217,1
000064,20211218,1
000064,20211219,1
000064,20211220,1
000064,20211221,1
000064,20211222,1
000064,20211223,1
000064,20211224,1
000064,20211225,1
000064,20211226,1
000064,20211227,1
000064,20211228,1
000064,20211229,1
000064,20211230,1
000064,20211231,1
000064,20220101,1
000064,20220102,1
000064,20220103,1
000064,20220104,1
000064,20220105,1
000064,20220106,1
000064,20220107,1
000064,20220108,1
000064,20220109,1
000064,20220110,1
000064,20220111,1
000064,20220112,1
000064,20220113,1
000064,20220114,1
000064,20220117,1
000064,20220118,1
000064,20220119,1
000064,20220120,1
000064,20220121,1
000064,20220123,1
000064,20220124,1
000064,20220125,1
000064,20220126,1
000064,20220127,1
000064,20220128,1
000064,20220131,1
000064,20220201,1
000064,20220202,1
000064,20220203,1
000064,20220204,1
000064,20220207,1
000064,20220208,1
000064,20220209,1
000064,20220210,1
000064,20220211,1
000064,20220212,1
000064,20220213,1
000065,20211212,1
000065,20211219,1
000065,20211226,1
000065,20220102,1
000065,20220109,1
000065,20220123,1
000065,20220213,1
000066,20211213,1
000066,20211214,1
000066,20211215,1
000066,20211216,1
000066,20211217,1
000066,20220110,1
000066,20220111,1
000066,20220112,1
000066,20220113,1
000066,20220114,1
000066,20220117,1
000066,20220118,1
000066,20220119,1
000066,20220120,1
000066,20220121,1
000066,20220124,1
000066,20220125,1
000066,20220126,1
000066,20220127,1
000066,20220128,1
000066,20220131,1
000066,20220201,1
000066,20220202,1
000066,20220203,1
000066,20220204,1
000066,20220207,1
000066,20220208,1
000066,20220209,1
000066,20220210,1
000066,20220211,1
000066,20220214,1
000066,20220215,1
000066,20220216,1
000066,20220217,1
000066,20220218,1
000066,20220221,1
000066,20220222,1
000066,20220223,1
000066,20220224,1
000066,20220225,1
000066,20220228,1
000066,20220301,1
000066,20220302,1
000066,20220303,1
000066,20220304,1
000066,20220307,1
000066,20220308,1
000066,20220309,1
000066,20220310,1
000066,20220311,1
000067,20211220,1
000067,20211221,1
000067,20211222,1
000067,20211223,1
000067,20211224,1
000067,20211227,1
000067,20211228,1
000067,20211229,1
000067,20211230,1
000067,20211231,1
000067,20220103,1
000067,20220104,1
000067,20220105,1
000067,20220106,1
000067,20220107,1
000068,20220218,1
000068,20220307,1
000069,20220123,1
000069,20220130,1
000069,20220206,1
000069,20220213,1
000070,20220215,1
000070,20220216,1
000070,20220217,1
000071,20211214,1
000071,20211215,1
000071,20211216,1
000071,20211221,1
000071,20211222,1
000071,20211223,1
000071,20211228,1
000071,20211229,1
000071,20211230,1
000071,20220104,1
000071,20220105,1
000071,20220106,1
000071,20220111,1
000071,20220112,1
000071,20220113,1
000071,20220118,1
000071,20220119,1
000071,20220120,1
000071,20220125,1
000071,20220126,1
000071,20220127,1
000071,20220201,1
000071,20220202,1
000071,20220203,1
000071,20220208,1
000071,20220209,1
000071,20220210,1
000071,20220222,1
000071,20220223,1
000071,20220224,1
000071,20220301,1
000071,20220302,1
000071,20220303,1
000071,20220308,1
000071,20220309,1
000071,20220310,1
000072,20211212,1
000072,20211213,1
000072,20211217,1
000072,20211219,1
000072,20211220,1
000072,20211224,1
000072,20211226,1
000072,20211227,1
000072,20211231,1
000072,20220102,1
000072,20220103,1
000072,20220107,1
000072,20220109,1
000072,20220110,1
000072,20220114,1
000072,20220116,1
000072,20220117,1
000072,20220121,1
000072,20220124,1
000072,20220128,1
000072,20220131,1
000072,20220204,1
000072,20220207,1
000072,20220211,1
000072,20220214,1
000072,20220220,1
000072,20220221,1
000072,20220225,1
000072,20220227,1
000072,20220228,1
000072,20220304,1
000072,20220306,1
000072,20220311,1
000073,20220205,1
000074,20211213,1
000074,20211214,1
000074,20211215,1
000074,20211216,1
000074,20211217,1
000074,20211218,1
000074,20211220,1
000074,20211221,1
000074,20211222,1
000074,20211223,1
000074,20211224,1
000074,20211225,1
000074,20211227,1
000074,20211228,1
000074,20211229,1
000074,20211230,1
000074,20211231,1
000074,20220101,1
000074,20220103,1
000074,20220104,1
000074,20220105,1
000074,20220106,1
000074,20220107,1
000074,20220108,1
000074,20220110,1
000074,20220111,1
000074,20220112,1
000074,20220113,1
000074,20220114,1
000074,20220115,1
000074,20220117,1
000074,20220118,1
000074,20220119,1
000074,20220120,1
000074,20220121,1
000074,20220122,1
000074,20220124,1
000074,20220125,1
000074,20220126,1
000074,20220127,1
000074,20220128,1
000074,20220129,1
000074,20220131,1
000074,20220201,1
000074,20220202,1
000074,20220203,1
000074,20220204,1
000074,20220207,1
000074,20220208,1
000074,20220209,1
000074,20220210,1
000074,20220211,1
000074,20220212,1
000074,20220214,1
000074,20220215,1
000074,20220216,1
000074,20220217,1
000074,20220218,1
000074,20220219,1
000074,20220221,1
000074,20220222,1
000074,20220223,1
000074,20220224,1
000074,20220225,1
000074,20220226,1
000074,20220228,1
000074,20220301,1
000074,20220302,1
000074,20220303,1
000074,20220304,1
000074,20220305,1
000074,20220307,1
000074,20220308,1
000074,20220309,1
000074,20220310,1
000074,20220311,1
000074,20220312,1
000075,20211225,1
000075,20220101,1
000076,20211213,1
000076,20211214,1
000076,20211215,1
000076,20211216,1
000076,20211217,1
000076,20211218,1
000076,20211220,1
000076,20211221,1
000076,20211222,1
000076,20211223,1
000076,20211224,1
000076,20211227,1
000076,20211228,1
000076,20211229,1
000076,20211230,1
000076,20211231,1
000076,20220103,1
000076,20220104,1
000076,20220105,1
000076,20220106,1
000076,20220107,1
000076,20220108,1
000076,20220110,1
000076,20220111,1
000076,20220112,1
000076,20220113,1
000076,20220114,1
000076,20220115,1
000076,20220117,1
000076,20220118,1
000076,20220119,1
000076,20220120,1
000076,20220121,1
000076,20220122,1
000076,20220124,1
000076,20220125,1
000076,20220126,1
000076,20220127,1
000076,20220128,1
000076,20220129,1
000076,20220131,1
000076,20220201,1
000076,20220202,1
000076,20220203,1
000076,20220204,1
000076,20220207,1
000076,20220208,1
000076,20220209,1
000076,20220210,1
000076,20220211,1
000076,20220212,1
000076,20220214,1
000076,20220215,1
000076,20220216,1
000076,20220217,1
000076,20220218,1
000076,20220219,1
000076,20220221,1
000076,20220222,1
000076,20220223,1
000076,20220224,1
000076,20220225,1
000076,20220226,1
000076,20220228,1
000076,20220301,1
000076,20220302,1
000076,20220303,1
000076,20220304,1
000076,20220305,1
000076,20220307,1
000076,20220308,1
000076,20220309,1
000076,20220310,1
000076,20220311,1
000076,20220312,1
000077,20211212,1
000077,20211218,1
000077,20211219,1
000077,20211225,1
000077,20211226,1
000077,20220101,1
000077,20220102,1
000077,20220108,1
000077,20220109,1
000077,20220115,1
000077,20220116,1
000077,20220122,1
000077,20220129,1
000077,20220212,1
000077,20220219,1
000077,20220220,1
000077,20220226,1
000077,20220227,1
000077,20220305,1
000077,20220306,1
000077,20220312,1
000078,20220205,1
000078,20220206,1
000079,20220130,1
000080,20211212,1
000080,20211218,1
000080,20211219,1
000080,20211220,1
000080,20211221,1
000080,20211222,1
000080,20211223,1
000080,20211224,1
000080,20211225,1
000080,20211226,1
000080,20211227,1
000080,20211228,1
000080,20211229,1
000080,20211230,1
000080,20211231,1
